"Facility Name","CMS Certification Number (CCN)","Alternate CCN","Address","City","State","Zip Code","Network","Measure Name","Achievement Measure Rate","Kt/V Comprehensive Measure Score","Kt/V Comprehensive Reason for No Score (See Footnotes File)","State Average Kt/V Comprehensive Measure Score","National Average Kt/V Comprehensive Measure Score"
"NORTHERN MONTANA HOSPITAL DIALYSIS UNIT","272305","270032","30 W 13TH ST","HAVRE","MT","59501","16","KT/V COMPREHENSIVE","  96.57%","7","-","6","7"
"FT PECK TRIBAL DIALYSIS UNIT","272500","-","107 H ST E","POPLAR","MT","59255","16","KT/V COMPREHENSIVE","  89.74%","0","-","6","7"
"DCI  BIG SKY","272502","-","2411 VILLAGE LANE","BILLINGS","MT","59102","16","KT/V COMPREHENSIVE","  97.49%","8","-","6","7"
"FMC BOZEMAN","272503","-","936 HIGHLAND BLVD #5100","BOZEMAN","MT","59715","16","KT/V COMPREHENSIVE","  99.14%","10","-","6","7"
"DCI BLACKFEET","272504","-","HOSPITAL CIRCLE","BROWNING","MT","59417","16","KT/V COMPREHENSIVE","  95.68%","6","-","6","7"
"DCI LIBBY","272505","-","308 LOUISIANA AVE SUITE 2","LIBBY","MT","59923","16","KT/V COMPREHENSIVE","  96.05%","6","-","6","7"
"DCI KALISPELL","272506","-","135 COMMONS WAY","KALISPELL","MT","59901","16","KT/V COMPREHENSIVE","  95.21%","5","-","6","7"
"FMC MISSOULA","272507","-","3100 GREAT NORTHERN AVE","MISSOULA","MT","59808","16","KT/V COMPREHENSIVE","  96.57%","7","-","6","7"
"FMC BUTTE","272508","-","3745 HARRISON AVE STE D","BUTTE","MT","59701","16","KT/V COMPREHENSIVE","  97.96%","9","-","6","7"
"GREAT FALLS DIALYSIS","272509","-","3400 10TH AVE SOUTH SUITE 1","GREAT FALLS","MT","59405","16","KT/V COMPREHENSIVE","  97.32%","8","-","6","7"
"BILLINGS CLINIC DIALYSIS, LLC","272510","-","2800 10TH AVE N STE D","BILLINGS","MT","59101","16","KT/V COMPREHENSIVE","  92.81%","3","-","6","7"
"FRESENIUS MEDICAL CARE POLSON","272511","-","305 RIDGEWATER DR","POLSON","MT","59860","16","KT/V COMPREHENSIVE","  93.69%","4","-","6","7"
"GREAT FALLS LIBERTY DIALYSIS, LLC","272512","-","1724 26TH STREET S","GREAT FALLS","MT","59405","16","KT/V COMPREHENSIVE","  88.96%","4","-","6","7"
"DCI POLSON","272513","-","303 RIDGEWATER DR","POLSON","MT","59860","16","KT/V COMPREHENSIVE","  98.08%","9","-","6","7"
"DIALYSIS CLINIC, INC.","272514","-","2708 MAIN STREET UNIT #4","MILES CITY","MT","59301","16","KT/V COMPREHENSIVE","No Rate","No Score","1","6","7"
"CHADRON COMMUNITY HOSPITAL DIALYSIS","282313","281341","825 CENTENIAL DRIVE","CHADRON","NE","69337","12","KT/V COMPREHENSIVE","  98.01%","9","-","7","7"
"BOX BUTTE DIALYSIS UNIT","282314","280118","BOX BUTTE GENERAL HOSPITAL 2101 BOX BUTTE AVE","ALLIANCE","NE","69301","12","KT/V COMPREHENSIVE","  99.38%","10","-","7","7"
"CHERRY COUNTY HOSPITAL DIALYSIS UNIT","282315","281344","510 N GREEN ST","VALENTINE","NE","69201","12","KT/V COMPREHENSIVE"," 100.00%","10","-","7","7"
"AVERA ST ANTHONYS HOSPITAL ESRD","282316","281329","223 ADAMS ST","ONEILL","NE","68763","12","KT/V COMPREHENSIVE","  96.04%","8","-","7","7"
"YORK GENERAL DIALYSIS SERVICES","282318","280039","2319 N LINCOLN AVENUE","YORK","NE","68467","12","KT/V COMPREHENSIVE","  99.05%","10","-","7","7"
"DIALYSIS CENTER OF LINCOLN","282500","-","7910 O ST.","LINCOLN","NE","68510","12","KT/V COMPREHENSIVE","  89.55%","0","-","7","7"
"HASTINGS DIALYSIS CENTER","282501","-","1900 N ST JOSEPH AVE","HASTINGS","NE","68901","12","KT/V COMPREHENSIVE","  97.94%","9","-","7","7"
"SCOTTSBLUFF DIALYSIS CENTER","282502","-","820 W 42ND ST SUITE 1600","SCOTTSBLUFF","NE","69361","12","KT/V COMPREHENSIVE","  98.14%","9","-","7","7"
"CAPITAL CITY DIALYSIS","282503","-","307 N 46TH ST","LINCOLN","NE","68503","12","KT/V COMPREHENSIVE","  98.91%","10","-","7","7"
"DIALYSIS CLINICS, INC - OMAHA","282504","-","3316 DODGE ST.","OMAHA","NE","68131","12","KT/V COMPREHENSIVE","  95.50%","6","-","7","7"
"OMAHA WEST DIALYSIS","282506","-","13014 W. DODGE RD.","OMAHA","NE","68154","12","KT/V COMPREHENSIVE","  98.65%","10","-","7","7"
"DIALYSIS CLINICS, INC - WEST OMAHA","282507","-","3015 N. 118TH ST","OMAHA","NE","68164","12","KT/V COMPREHENSIVE","  94.09%","4","-","7","7"
"RAI CARE CENTER - FREMONT","282508","-","2660 N HEALTH WAY","FREMONT","NE","68025","12","KT/V COMPREHENSIVE"," 100.00%","10","-","7","7"
"DIALYSIS CENTER OF COLUMBUS","282509","-","2452 39TH AVE","COLUMBUS","NE","68601","12","KT/V COMPREHENSIVE","  93.40%","3","-","7","7"
"OMAHA SOUTH DIALYSIS","282511","-","3339 L STREET","OMAHA","NE","68107","12","KT/V COMPREHENSIVE","  98.49%","9","-","7","7"
"DODGE COUNTY DIALYSIS","282512","-","1949 E 23RD AVENUE SOUTH","FREMONT","NE","68025","12","KT/V COMPREHENSIVE","  96.62%","7","-","7","7"
"DIALYSIS CENTER OF LINCOLN NORTHWEST","282513","-","3211 SALT CREEK CIRLE","LINCOLN","NE","68504","12","KT/V COMPREHENSIVE","  97.42%","8","-","7","7"
"SORENSEN PARK DIALYSIS","282514","-","6212 N 73RD PLAZA #100","OMAHA","NE","68134","12","KT/V COMPREHENSIVE","  97.63%","8","-","7","7"
"FMC - OVERLAND TRAILS","282515","-","5210 PARKLANE DR.","KEARNEY","NE","68847","12","KT/V COMPREHENSIVE","  96.11%","7","-","7","7"
"OMAHA CENTRAL DIALYSIS","282516","-","144 S 40TH STREET","OMAHA","NE","68131","12","KT/V COMPREHENSIVE","  96.51%","7","-","7","7"
"MCCOOK DIALYSIS CENTER","282517","-","801 WEST C ST","MCCOOK","NE","69001","12","KT/V COMPREHENSIVE","  98.05%","9","-","7","7"
"CORNHUSKER DIALYSIS","282518","-","505 CORNHUSKER RD #107","BELLEVUE","NE","68005","12","KT/V COMPREHENSIVE","  94.78%","5","-","7","7"
"FMC - NORTH PLATTE","282519","-","785 EAST FRANCIS","NORTH PLATTE","NE","69101","12","KT/V COMPREHENSIVE","  95.85%","6","-","7","7"
"RAI CARE CENTER","282520","-","4411 CENTER STE A","OMAHA","NE","68105","12","KT/V COMPREHENSIVE","  98.54%","9","-","7","7"
"RAI CARE CENTER - AMES AVE","282521","-","5084 AMES AVE","OMAHA","NE","68104","12","KT/V COMPREHENSIVE","  97.25%","8","-","7","7"
"GRAND ISLAND DIALYSIS","282522","-","203 EAST STOLLEY PARK ROAD SUITE G","GRAND ISLAND","NE","68801","12","KT/V COMPREHENSIVE","  95.53%","6","-","7","7"
"FMC - GRAND ISLAND","282523","-","3516 RICHMOND CIRCLE","GRAND ISLAND","NE","68803","12","KT/V COMPREHENSIVE","  97.93%","9","-","7","7"
"DIALYSIS CLINIC, INC","282524","-","4112 TWIN CREEK DR","BELLEVUE","NE","68123","12","KT/V COMPREHENSIVE","  93.16%","3","-","7","7"
"CARL T CURTIS DIALYSIS CLINIC","282525","-","ATTN DIALYSIS UNIT 100 INDIAN HILLS DR","MACY","NE","68039","12","KT/V COMPREHENSIVE","  83.59%","0","-","7","7"
"SOUTH LINCOLN DIALYSIS","282526","-","3401 PLANTATION DRIVE SUITE 140","LINCOLN","NE","68516","12","KT/V COMPREHENSIVE"," 100.00%","10","-","7","7"
"DIALYSIS CENTER OF LINCOLN SOUTHWEST","282527","-","5355 SOUTH 16TH STREET","LINCOLN","NE","68512","12","KT/V COMPREHENSIVE","  90.12%","0","-","7","7"
"DIALYSIS CENTER OF LINCOLN - HOME","282528","-","5355 SOUTH 16TH STREET","LINCOLN","NE","68512","12","KT/V COMPREHENSIVE","  87.46%","6","-","7","7"
"OMAHA HARRISON DIALYSIS","282529","-","6610 S 168TH ST SUITE 8","OMAHA","NE","68135","12","KT/V COMPREHENSIVE","  98.83%","10","-","7","7"
"NORTHEAST NEBRASKA DIALYSIS","282530","-","1603 PROSPECT AVE","NORFOLK","NE","68701","12","KT/V COMPREHENSIVE","  98.97%","10","-","7","7"
"OMAHA FLORENCE DIALYSIS","282531","-","7454 N 30TH ST","OMAHA","NE","68112","12","KT/V COMPREHENSIVE","  96.42%","7","-","7","7"
"FMC - NEBRASKA HOME DIALYSIS","282532","-","2916 S 84TH ST","OMAHA","NE","68124","12","KT/V COMPREHENSIVE","  76.37%","3","-","7","7"
"OMAHA HOME TRAINING","282533","-","8021 CASS STREET","OMAHA","NE","68114","12","KT/V COMPREHENSIVE","  94.52%","5","-","7","7"
"BEATRICE DIALYSIS","282534","-","5200 HOSPITAL PARKWAY","BEATRICE","NE","68310","12","KT/V COMPREHENSIVE","  97.08%","8","-","7","7"
"FRESENIUS KIDNEY CARE OMAHA WEST","282535","-","15801 WEST DODGE ROAD","OMAHA","NE","68118","12","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"DCI - SPRING STREET","282536","-","7070 SPRING STREET","OMAHA","NE","68106","12","KT/V COMPREHENSIVE","  97.65%","8","-","7","7"
"292500 DESERT INN DIALYSIS (FMC)","292500","-","2545 S BRUCE ST, STE 100","LAS VEGAS","NV","89169","15","KT/V COMPREHENSIVE","  98.24%","9","-","7","7"
"292501 LAS VEGAS DIALYSIS CENTER (DVA)","292501","-","150 S VALLEY VIEW BLVD","LAS VEGAS","NV","89107","15","KT/V COMPREHENSIVE","  93.83%","4","-","7","7"
"292504 NORTH LAS VEGAS DIALYSIS CENTER (DVA)","292504","-","2065 NORTH LAS VEGAS BLVD.","NORTH LAS VEGAS","NV","89030","15","KT/V COMPREHENSIVE","  94.22%","4","-","7","7"
"292505 SPARKS DIALYSIS (DVA)","292505","-","4860 VISTA BLVD STE 100","SPARKS","NV","89436","15","KT/V COMPREHENSIVE","  96.08%","7","-","7","7"
"292506 NORTHWEST LAS VEGAS DIALYSIS (FMC)","292506","-","3150 N TENAYA WAY STE 110","LAS VEGAS","NV","89128","15","KT/V COMPREHENSIVE","  96.95%","8","-","7","7"
"292507 LAS VEGAS DIALYSIS (DVA)","292507","-","2333 RENAISSANCE DR","LAS VEGAS","NV","89119","15","KT/V COMPREHENSIVE","  97.12%","8","-","7","7"
"292508 CARSON CITY DIALYSIS (DCI)","292508","-","778 BASQUE WAY","CARSON CITY","NV","89706","15","KT/V COMPREHENSIVE","  95.55%","6","-","7","7"
"292511 PAHRUMP DIALYSIS CENTER (DVA)","292511","-","330 S LOLA LN STE 100","PAHRUMP","NV","89048","15","KT/V COMPREHENSIVE","  96.72%","7","-","7","7"
"292512 SOUTH LAS VEGAS DIALYSIS (DVA)","292512","-","2250 S RANCHO DR STE 115","LAS VEGAS","NV","89102","15","KT/V COMPREHENSIVE","  96.85%","7","-","7","7"
"292513 SOUTH PECOS (FMC)","292513","-","6330 S PECOS STE 110","LAS VEGAS","NV","89120","15","KT/V COMPREHENSIVE","  98.22%","9","-","7","7"
"292515 SUMMERLIN DIALYSIS (DVA)","292515","-","653 TOWN CENTER DR STE 70","LAS VEGAS","NV","89144","15","KT/V COMPREHENSIVE","  99.14%","10","-","7","7"
"292516 ELKO DIALYSIS (DCI)","292516","-","1995 ERRECART BLVD STE 100","ELKO","NV","89801","15","KT/V COMPREHENSIVE","  99.19%","10","-","7","7"
"292517 GREEN VALLEY DIALYSIS (DVA)","292517","-","1489 W WARM SPRINGS RD STE 122","HENDERSON","NV","89014","15","KT/V COMPREHENSIVE","  96.33%","7","-","7","7"
"292518 RENO DIALYSIS CENTER (DVA)","292518","-","1500 E 2ND ST STE 101","RENO","NV","89502","15","KT/V COMPREHENSIVE","  97.56%","8","-","7","7"
"292519 LAKE MEAD NORTH (FMC)","292519","-","1581 MOUNT MARIAH DRIVE SUITE 100","LAS VEGAS","NV","89106","15","KT/V COMPREHENSIVE","  98.36%","9","-","7","7"
"292520 SIERRA ROSE DIALYSIS CENTER (DVA)","292520","-","685 SIERRA ROSE DR","RENO","NV","89511","15","KT/V COMPREHENSIVE","  98.53%","9","-","7","7"
"292521 SOUTHERN HILLS DIALYSIS CENTER (DVA)","292521","-","9280 W SUNSET RD STE 110","LAS VEGAS","NV","89148","15","KT/V COMPREHENSIVE","  97.16%","8","-","7","7"
"292522 ANTHEM VILLAGE DIALYSIS (DVA)","292522","-","2530 ANTHEM VILLAGE DR","HENDERSON","NV","89052","15","KT/V COMPREHENSIVE","  97.91%","9","-","7","7"
"292523 RED MOON DIALYSIS","292523","-","900 S MAIN ST","LAS VEGAS","NV","89101","15","KT/V COMPREHENSIVE","  92.15%","2","-","7","7"
"292524 SIENA HENDERSON DIALYSIS CENTER (DVA)","292524","-","2865 SIENA HEIGHTS DR STE 141","HENDERSON","NV","89052","15","KT/V COMPREHENSIVE","  98.31%","9","-","7","7"
"292525 DESERT SPRINGS DIALYSIS CENTER (DVA)","292525","-","2110 E FLAMINGO RD STE 108","LAS VEGAS","NV","89119","15","KT/V COMPREHENSIVE","  98.53%","9","-","7","7"
"292526 SOUTH MEADOWS DIALYSIS (DVA)","292526","-","10085 DOUBLE R BLVD STE 160","RENO","NV","89521","15","KT/V COMPREHENSIVE","  98.66%","10","-","7","7"
"292527 FIRE MESA DIALYSIS (FMC)","292527","-","2450 FIRE MESA ST STE 120","LAS VEGAS","NV","89128","15","KT/V COMPREHENSIVE","  98.31%","9","-","7","7"
"292528 FALLON DIALYSIS (DVA)","292528","-","1103 NEW RIVER PKWY","FALLON","NV","89406","15","KT/V COMPREHENSIVE","  97.11%","8","-","7","7"
"292529 SOUTH RAINBOW DIALYSIS (FMC)","292529","-","7040 W SUNSET RD","LAS VEGAS","NV","89113","15","KT/V COMPREHENSIVE","  97.10%","8","-","7","7"
"292531 CENTENNIAL DIALYSIS CENTER (DVA)","292531","-","8775 W DEER SPRINGS WAY","LAS VEGAS","NV","89149","15","KT/V COMPREHENSIVE","  98.27%","9","-","7","7"
"292532 DESERT VALLEY DIALYSIS","292532","-","350 FALCON RIDGE PKWY STE 104 BLDG 700","MESQUITE","NV","89027","15","KT/V COMPREHENSIVE","  88.49%","0","-","7","7"
"292533 LIBERTY DIALYSIS - RENO HOME DIALYSIS","292533","-","601 SIERRA ROSE DR STE 201","RENO","NV","89511","15","KT/V COMPREHENSIVE","  93.72%","4","-","7","7"
"292534 NEVADA DIALYSIS CENTER (DVA)","292534","-","1510 W WARM SPRINGS RD STE 100","HENDERSON","NV","89014","15","KT/V COMPREHENSIVE","  95.90%","6","-","7","7"
"292535 GARDNERVILLE DIALYSIS (DCI)","292535","-","1281 KIMMERLING RD STE A1","GARDNERVILLE","NV","89460","15","KT/V COMPREHENSIVE","  95.36%","6","-","7","7"
"292536 LAS VEGAS PEDIATRIC DIALYSIS (DVA)","292536","-","7271 W SAHARA AVE STE 120","LAS VEGAS","NV","89117","15","KT/V COMPREHENSIVE","  82.01%","5","-","7","7"
"292537 LIBERTY DIALYSIS - SOUTH RENO","292537","-","601 SIERRA ROSE DR STE 101","RENO","NV","89511","15","KT/V COMPREHENSIVE","  99.08%","10","-","7","7"
"292538 FIVE STAR DIALYSIS CENTER (DVA)","292538","-","2400 TECH CENTER CT","LAS VEGAS","NV","89128","15","KT/V COMPREHENSIVE","  95.01%","5","-","7","7"
"292539 CARSON CITY DIALYSIS CENTER (DVA)","292539","293500","3246 N CARSON ST STE 110","CARSON CITY","NV","89706","15","KT/V COMPREHENSIVE","  98.09%","9","-","7","7"
"292540 LIBERTY DIALYSIS - CARSON CITY","292540","-","4500 S CARSON ST","CARSON CITY","NV","89701","15","KT/V COMPREHENSIVE","  97.18%","8","-","7","7"
"292541 LIBERTY DIALYSIS - NORTHWEST RENO","292541","-","6144 MAE ANNE AVE","RENO","NV","89523","15","KT/V COMPREHENSIVE","  99.44%","10","-","7","7"
"292542 CENTENNIAL DIALYSIS (FMC)","292542","-","7465 W AZURE DR STE 1A","LAS VEGAS","NV","89130","15","KT/V COMPREHENSIVE","  98.21%","9","-","7","7"
"292543 LIBERTY DIALYSIS - LAS VEGAS (FMC)","292543","-","6970 W PATRICK LN STE 100B","LAS VEGAS","NV","89113","15","KT/V COMPREHENSIVE","  96.90%","8","-","7","7"
"292544 WEST SAHARA DIALYSIS (FMC)","292544","-","7710 WEST SAHARA AVE STE 120","LAS VEGAS","NV","89117","15","KT/V COMPREHENSIVE","  99.06%","10","-","7","7"
"292545 LIBERTY DIALYSIS - SPARKS (FMC)","292545","-","5915 S LOS ALTOS PKWY","SPARKS","NV","89436","15","KT/V COMPREHENSIVE","  98.42%","9","-","7","7"
"292546 WINNEMUCCA DIALYSIS (DVA)","292546","-","830 FAIRGROUNDS ROAD","WINNEMUCCA","NV","89445","15","KT/V COMPREHENSIVE","  96.86%","7","-","7","7"
"292547 SPRING VALLEY DIALYSIS (DVA)","292547","-","3855 S JONES BLVD","LAS VEGAS","NV","89103","15","KT/V COMPREHENSIVE","  94.44%","5","-","7","7"
"292548 CHEYENNE DIALYSIS (DVA)","292548","-","3291 N BUFFALO DR","LAS VEGAS","NV","89129","15","KT/V COMPREHENSIVE","  95.87%","6","-","7","7"
"292549 NORTHEAST LAS VEGAS (FMC)","292549","-","321 N. NELLIS BLVD SUITE 120","LAS VEGAS","NV","89110","15","KT/V COMPREHENSIVE","  99.56%","10","-","7","7"
"292550 SANDERLING DIALYSIS CENTER","292550","-","701 E 15TH ST","ELY","NV","89301","15","KT/V COMPREHENSIVE","  94.84%","6","-","7","7"
"292551 FMC-OASIS","292551","-","1661 W HORIZON RIDGE PARKWAY SUITE 101","HENDERSON","NV","89012","15","KT/V COMPREHENSIVE","  96.80%","7","-","7","7"
"292552-PELICAN POINT DIALYSIS","292552","-","7316 W CHEYENNE AVE","LAS VEGAS","NV","89129","15","KT/V COMPREHENSIVE","  95.94%","6","-","7","7"
"292553-LAKE MEAD DIALYSIS CENTER","292553","-","713 E LAKE MEAD BLVD","NORTH LAS VEGAS","NV","89030","15","KT/V COMPREHENSIVE","  96.04%","8","-","7","7"
"292554-EAST SUNRISE DIALYSIS","292554","-","1750 E DESERT INN ROAD STE 100","LAS VEGAS","NV","89169","15","KT/V COMPREHENSIVE","  93.73%","4","-","7","7"
"THE DISTRICT DIALYSIS","292555","-","2300 CORPORATE CIRCLE STE 100","HENDERSON","NV","89074","15","KT/V COMPREHENSIVE","No Rate","No Score","1","7","7"
"NEW HAMPSHIRE KIDNEY CENTER (FMC)","302500","-","248 PLEASANT STREET PILLSBURY BLDG., G400","CONCORD","NH","03301","1","KT/V COMPREHENSIVE","  95.73%","6","-","8","7"
"SEACOAST DIALYSIS CENTER","302501","-","155 BORTHWICK AVE SUITE 100","PORTSMOUTH","NH","03801","1","KT/V COMPREHENSIVE","  98.37%","9","-","8","7"
"MANCHESTER KIDNEY CENTER","302502","-","1750 ELM STREET SUITE 100","MANCHESTER","NH","03103","1","KT/V COMPREHENSIVE","  99.28%","10","-","8","7"
"CENTRAL NEW HAMPSHIRE KIDNEY CENTER","302503","-","87 SPRING STREET","LACONIA","NH","03246","1","KT/V COMPREHENSIVE","  87.89%","0","-","8","7"
"MONADNOCK DIALYSIS CENTER","302504","-","426B WINCHESTER STREET","KEENE","NH","03431","1","KT/V COMPREHENSIVE","  98.81%","10","-","8","7"
"FMC STRAFFORD COUNTY DIALYSIS","302505","-","27 STERLING DRIVE","ROCHESTER","NH","03867","1","KT/V COMPREHENSIVE","  96.19%","7","-","8","7"
"FMC DIALYSIS SERVICES OF EXETER","302506","-","1 HAMPTON ROAD, SUITE 109","EXETER","NH","03833","1","KT/V COMPREHENSIVE"," 100.00%","10","-","8","7"
"NASHUA DIALYSIS","302507","-","38 TYLER STREET","NASHUA","NH","03061","1","KT/V COMPREHENSIVE","  96.12%","7","-","8","7"
"FRESENIUS MEDICAL CARE OF LANCASTER","302508","-","173 MIDDLE STREET","LANCASTER","NH","03584","1","KT/V COMPREHENSIVE","  98.30%","9","-","8","7"
"FRESENIUS MEDICAL CARE OF LEBANON","302509","-","56 ETNA ROAD","LEBANON","NH","03766","1","KT/V COMPREHENSIVE","  97.18%","8","-","8","7"
"FRESENIUS MEDICAL CARE LONDONDERRY","302510","-","1F COMMON DRIVE","LONDONDERRY","NH","03053","1","KT/V COMPREHENSIVE","  97.72%","8","-","8","7"
"STEAM DIALYSIS (DERRY)","302511","-","1 ACTION BLVD SUITE2","LONDONDERRY","NH","03053","1","KT/V COMPREHENSIVE","  95.19%","5","-","8","7"
"FRESENIUS MEDICAL CARE OF MOUNT WASHINGTON VALLEY","302512","-","21 B POLIQUIN DRIVE","CONWAY","NH","03818","1","KT/V COMPREHENSIVE","  99.42%","10","-","8","7"
"BEDFORD DIALYSIS DAVITA","302513","-","15 CONSTITUTION DR, SUITE 1C","BEDFORD","NH","03110","1","KT/V COMPREHENSIVE","  98.19%","9","-","8","7"
"FRESENIUS MEDICAL CARE OF COCHECO RIVER","302514","-","343 SIXTH STREET","DOVER","NH","03820","1","KT/V COMPREHENSIVE","  99.61%","10","-","8","7"
"FRESENIUS MEDICAL CARE SOUTHERN NH DIALYSIS CENTER","302515","-","586 NASHUA ST UNIT #20","MILFORD","NH","03055","1","KT/V COMPREHENSIVE","  98.87%","10","-","8","7"
"BIO-MEDICAL APPLICATIONS OF NEW HAMPSHIRE INC","302516","-","19 KEEWADIN DRIVE SUITE 1","SALEM","NH","03079","1","KT/V COMPREHENSIVE","  96.69%","7","-","8","7"
"VERSAILLES DIALYSIS LLC","302517","-","18 PELHAM ROAD","SALEM","NH","03079","1","KT/V COMPREHENSIVE","  96.18%","7","-","8","7"
"BIO-MEDICAL APPLICATIONS OF NEW HAMPSHIRE, INC.","302518","-","20 COTTON ROAD SUITE 200","NASHUA","NH","03063","1","KT/V COMPREHENSIVE","  95.24%","6","-","8","7"
"TOTAL RENAL CARE INC","302519","-","903 HANOVER STREET","MANCHESTER","NH","03104","1","KT/V COMPREHENSIVE","No Rate","No Score","1","8","7"
"EA ORANGE GEN HOSPITAL","312314","310083","310 CENTRAL AVENUE MEDICAL ARTS BUILDING - DIALYSIS","EAST ORANGE","NJ","07017","3","KT/V COMPREHENSIVE","  86.36%","4","-","8","7"
"H. FULD CAPITAL HEALTH","312315","310092","DIALYSIS UNIT 750 BRUNSWICK AVE","TRENTON","NJ","08638","3","KT/V COMPREHENSIVE","  92.80%","3","-","8","7"
"TRINITAS HOSPITAL","312318","310027","DIALYSIS UNIT 225 WILLIAMSON STREET","ELIZABETH","NJ","07207","3","KT/V COMPREHENSIVE","  89.18%","0","-","8","7"
"ATLANTIC CITY MEDICAL CENTER","312323","310064","DIALYSIS UNIT 1925 PACIFIC AVENUE","ATLANTIC CITY","NJ","08401","3","KT/V COMPREHENSIVE","  94.05%","4","-","8","7"
"BAYONNE HOSPITAL RENAL CENTER","312324","310025","DIALYSIS UNIT 29 EAST 29TH STREET","BAYONNE","NJ","07002","3","KT/V COMPREHENSIVE","  85.88%","0","-","8","7"
"MOUNTAINSIDE HOSPITAL","312331","310054","DIALYSIS UNIT 1 BAY AVENUE","MONTCLAIR","NJ","07042","3","KT/V COMPREHENSIVE","  94.22%","4","-","8","7"
"FMC IRVINGTON","312501","-","10 CAMPTOWN  ROAD","IRVINGTON","NJ","07111","3","KT/V COMPREHENSIVE","  93.95%","4","-","8","7"
"FMC JERSEY CITY","312502","-","107-123  PACIFIC AVENUE","JERSEY CITY","NJ","07304","3","KT/V COMPREHENSIVE","  98.23%","9","-","8","7"
"FMC NORTH NEWARK","312503","-","155 BERKELEY AVENUE","NEWARK","NJ","07107","3","KT/V COMPREHENSIVE","  97.94%","9","-","8","7"
"FMC TRENTON","312504","-","40 FULD STREET 1ST FLOOR","TRENTON","NJ","08638","3","KT/V COMPREHENSIVE","  98.70%","10","-","8","7"
"FMC NEWARK UNIV DC (MIELE)","312505","-","91-101 HARTFORD STREET","NEWARK","NJ","07103","3","KT/V COMPREHENSIVE","  98.18%","9","-","8","7"
"FMC HILLSIDE DIALYSIS CTR","312506","-","879 RAHWAY AVENUE RUTH KLIMAN DIALYSIS CENTER","UNION","NJ","07083","3","KT/V COMPREHENSIVE","  98.27%","9","-","8","7"
"DVA LUMBERTON DIALYSIS CTR","312508","-","1261 W. ROUTE #38","HAINESPORT","NJ","08036","3","KT/V COMPREHENSIVE","  98.03%","9","-","8","7"
"FMC JOHN J DE PALMA RENAL CENTER","312509","-","1 PLAZA DRIVE","TOMS RIVER","NJ","08757","3","KT/V COMPREHENSIVE","  98.49%","9","-","8","7"
"DVA HOLMDEL DIALYSIS CTR","312510","-","668 NORTH BEERS STREET","HOLMDEL","NJ","07733","3","KT/V COMPREHENSIVE","  96.66%","7","-","8","7"
"DVA CHERRY HILL DIALYSIS CTR","312513","-","1030 N KINGS HWY SUITE 100","CHERRY HILL","NJ","08034","3","KT/V COMPREHENSIVE","  98.07%","9","-","8","7"
"FMC SALEM DIALYSIS","312514","-","#5 ROUTE 45","SALEM","NJ","08079","3","KT/V COMPREHENSIVE","  99.25%","10","-","8","7"
"FMC SO PLAINFIELD","312515","-","2201 S CLINTON AVE","SOUTH PLAINFIELD","NJ","07080","3","KT/V COMPREHENSIVE","  99.72%","10","-","8","7"
"FMC PRINCETON","312516","-","707 ALEXANDER ROAD BUILDING 3; SUITE 301","PRINCETON","NJ","08540","3","KT/V COMPREHENSIVE"," 100.00%","10","-","8","7"
"DVA FREEHOLD AKC","312517","-","300 CRAIG ROAD CENTURY OFFICE PARK","MANALAPAN","NJ","07726","3","KT/V COMPREHENSIVE","  96.75%","7","-","8","7"
"FMC COLONIA DIALYSIS CTR","312518","-","1250 ROUTE 27","COLONIA","NJ","07067","3","KT/V COMPREHENSIVE","  98.80%","10","-","8","7"
"DVA NEPTUNE AKC","312520","-","300 WEST SYLVANIA AVENUE SUITE 1","NEPTUNE","NJ","07753","3","KT/V COMPREHENSIVE","  97.88%","9","-","8","7"
"DVA DELRAN","312521","-","8008 ROUTE 130 NORTH","DELRAN","NJ","08075","3","KT/V COMPREHENSIVE","  97.30%","8","-","8","7"
"DVA EAST ORANGE AKC","312522","-","14-20 PROSPECT STREET","EAST ORANGE","NJ","07017","3","KT/V COMPREHENSIVE","  97.42%","8","-","8","7"
"DAVITA RENAL CENTER OF WESTWOOD","312523","-","363 OLD HOOK ROAD","WESTWOOD","NJ","07675","3","KT/V COMPREHENSIVE","  97.84%","9","-","8","7"
"FMC BERGEN RENAL HOME","312524","-","222 CEDAR LANE SUITE 103","TEANECK","NJ","07666","3","KT/V COMPREHENSIVE","  95.24%","6","-","8","7"
"DCI NORTH BRUNSWICK DIALYSIS CTR","312525","-","105 NORTH CENTER DR","NORTH BRUNSWICK","NJ","08902","3","KT/V COMPREHENSIVE","  93.03%","4","-","8","7"
"FMC EWING","312527","-","1962 NORTH OLDEN AVENUE","EWING","NJ","08618","3","KT/V COMPREHENSIVE","  99.34%","10","-","8","7"
